Node,Long1,Lat1
0,69.54241333216626,98.30960690420802
1,-11.057925966456141,12.688549758208994
2,-14.301542127414038,9.234795042698627
3,-14.754673977693411,8.70005000827567
4,-10.491433198316058,11.221989234092938
5,-10.489617631294616,11.222422710484492
6,-8.773955368203731,16.978216084208505
7,-14.8608460355432,8.493799809246225
8,-15.193347217054857,8.167917887340733
9,-10.462604822404128,11.08774855760412
10,-8.188512613810179,17.98993952005055
11,-8.223502824308982,17.886289068150184
12,-12.09436193421043,11.90788956997104
13,-15.280455052024701,7.882429769440631
14,-7.829294330973954,18.5778404027308
15,-7.835932694256681,18.538093317583037
16,-7.534744381046351,19.049742139200568
17,-7.366365905037857,19.330120149785873
18,-10.709818211198412,11.89964198266943
19,-10.424679786731266,13.960411655413614
20,-13.650934921543179,10.061950240234305
21,-10.95569714130148,13.570468213836781
22,-10.562500258344336,11.469872555609511
23,-10.56123376933924,11.470765228567368
24,-9.858473290576207,15.177770708417185
25,15.83070873824596,118.12702885235551
26,-4.0275346318455,-29.665158615313786
27,-3.778130818363618,-30.125678902459704
28,-3.9121713681780115,-29.871812609788318
29,-4.28657066263565,-29.18678261625416
30,-3.555082184331276,-30.547690533111094
31,-3.6933343976731705,-30.26418265071441
32,-3.7834454658323424,-30.108208516466156
33,-4.5040548615284415,-28.784799005663064
34,-3.672794011920924,-30.31856451371599
35,-3.374112545822033,-30.892826138025246
36,-4.620564069542419,-28.567510226651578
37,-3.2021498652742486,-31.22038442897275
38,93.88142019808178,6.703859372099498
39,50.00743712305708,-5.172489203242464
40,50.36560005815302,-4.40224941008195
41,50.122342620554186,-4.458948061581061
42,49.637361638186846,-6.239329031565747
43,50.07869660200191,-5.220689396969348
44,50.31781307120495,-3.854307950299546
45,50.74766157190512,-4.065703902104745
46,50.17468512978529,-3.9503901237016206
47,50.16475299617386,-4.359747575250108
48,50.16475359582729,-4.359746966767528
49,49.34217837528549,-7.1067364355481795
50,50.25967543323311,-3.3581922363825965
51,50.97109873227244,-3.8764545782107396
52,50.971098730480165,-3.876454577258532
53,50.1901990621529,-3.5432348438833197
54,49.137651116031115,-7.706796894433168
55,49.24324349574425,-7.394869467766794
56,50.23535364150003,-3.025365660625733
57,49.02238070840794,-8.032190886493359
58,-92.9126421654803,79.54216118494055
59,-49.352388469934375,27.72837593002045
60,-49.11615885706011,27.53448073654539
61,-49.470975594247484,27.821934119467397
62,-49.42363550734891,27.78774533455062
63,-48.878740567019356,27.332048599129642
64,-49.59491791589823,27.916627061535685
65,-48.67525659547954,27.147842594177675
66,-48.54931194049375,27.025196618356393
67,-48.428034942420744,26.898381007460195
68,40.67674421520531,4.8896359513670795
69,26.524660507950436,-36.43684957990485
70,26.484114263937126,-36.420789639589174
71,26.483543454707075,-36.42056672397166
72,26.57878743933298,-36.45828670941829
73,26.451959121474133,-36.408055694772024
74,26.46402638130348,-36.412830774982126
75,26.439605016292994,-36.403166215162635
76,26.419364234987132,-36.395147972257234
77,26.399207883888014,-36.38716859983921
78,43.51670952661993,117.18598231646516
79,7.389343301664619,-36.15372185819208
80,7.257871177352745,-36.03296727939268
81,7.5970786905790755,-36.389715327645696
82,7.24944243052555,-35.981351150474076
83,7.361144887054163,-36.18617450782972
84,7.158539530438337,-35.91124131992908
85,7.48738553689114,-36.300128100649054
86,7.790860170967241,-36.60100088774936
87,7.151139481639115,-35.86787817746167
88,7.282090670597848,-36.21639315019643
89,7.076905908505438,-35.80040628796112
90,7.911251644982776,-36.73360328785215
91,7.2196258174341885,-36.24019861398318
92,-19.26681065110404,30.48483367470736
93,-19.57817880052397,31.520045109552587
94,-16.603731299129045,27.235042461959235
95,-19.680287264519272,31.891701809448847
96,-19.680287266388962,31.891701809839933
97,-16.16846085637062,26.879545919030853
98,-16.15616841781238,26.870123735530363
99,-15.925401140730367,26.70154272512481
100,-15.919365300900418,26.696809394742843
101,-15.801165986402195,26.621866215147218
102,-123.61241265048807,-30.088978825246226
103,-18.72603412280906,29.515430428908335
104,-19.124119549531848,30.242185588401345
105,-18.02368763688361,28.61195763004856
106,-19.073976768755287,30.059758506156847
107,-19.389928265921,30.91215423913686
108,-17.32919463785196,27.877686687576922
109,-18.177684572603603,28.450480690014444
110,117.17868492440046,2.3126106524793832
111,11.510262829105859,-19.839206341063285
112,12.108140558910243,-19.851503529857485
113,9.77757737917189,-19.12154539001907
114,12.952814524804072,-20.64559908934851
115,10.854623369929143,-19.34617838523056
116,13.18511046526525,-20.32575585386289
117,7.92423782115063,-18.435363636798783
118,13.984389955665032,-21.398329292167666
119,9.456754521284644,-18.884948387400467
120,11.207493128054105,-19.34988669345565
121,13.914607165917145,-20.832188117568514
122,5.674090783903273,-17.718753062862675
123,14.611622938661823,-22.327536047899173
124,4.293996909118934,-17.33744306378477
125,4.2963343582107685,-17.34512004014457
