Node,Long1,Lat1
0,-11.133307734156698,-110.6786625978723
1,-29.072266414466856,-23.68092556875047
2,-27.23078690011955,-30.602634776148637
3,-27.2228238775633,-30.528891445029167
4,-29.32593379145308,-17.295945965673525
5,-29.360284108200315,-17.29826568483595
6,-31.72935656845291,-27.118510513368598
7,-26.82506609513584,-31.829800566036646
8,-26.885728313003924,-31.518689877086636
9,-29.351589769739565,-16.49408058026814
10,-32.3570563731952,-27.72622902574079
11,-32.246876341696215,-27.586689262756845
12,-28.56678926336672,-26.38364514829498
13,-26.712829204519576,-32.08413760504642
14,-32.71559019388746,-28.0555045043292
15,-32.66179508104297,-27.96461951086374
16,-32.95150340743722,-28.249815230872326
17,-33.1303716349061,-28.40069266594854
18,-29.213986660121474,-20.65104937822025
19,-29.868389973412583,-24.880196583704233
20,-27.76207713266718,-29.03932441458382
21,-29.60923186890366,-26.354092123654095
22,-29.285688152831362,-18.52810430792969
23,-29.315538969575453,-18.625745070687262
24,-30.55093921392122,-26.155115672674043
25,-0.3069224623451731,-4.335002595357177
26,-12.791578601898019,9.457444447297602
27,-12.13409284620229,9.615685671677507
28,-12.491888422921848,9.461780923559248
29,-13.48149978706078,9.306230197167402
30,-11.600152401657681,9.777458801803775
31,-11.932817479853828,9.66987967234184
32,-12.170897051106822,9.530759138288412
33,-13.836256319384379,9.074715246954455
34,-11.849778783742467,9.65284508294597
35,-11.212746609598154,9.911661227115127
36,-14.064306262221667,8.866411344018097
37,-10.943303081289264,10.012607823385244
38,80.59975619731328,-103.1449918376106
39,32.77831955460855,-20.276930646003045
40,33.81972410905352,-20.167535753534793
41,33.596088388595895,-20.33900807827064
42,31.446943992810933,-20.331410794511406
43,32.77179545207766,-20.175633108707594
44,34.48603071488202,-20.31771799233198
45,34.2573929716089,-19.73074252624746
46,34.29989590762755,-20.39606963793343
47,33.87881417698955,-20.335271908954976
48,33.87881418260596,-20.33527182905212
49,30.307216778162484,-20.396085651734435
50,35.001137757585106,-20.434689101660926
51,34.53067397001891,-19.488869333448694
52,34.5306741863437,-19.488869977729504
53,34.8043308711878,-20.445067333979047
54,29.380047672161453,-20.4593949051344
55,29.861196478682245,-20.421014872495398
56,35.3656132670621,-20.511123542153683
57,28.991436141736596,-20.47873942235372
58,-92.35039951582814,0.38969292866106575
59,41.64814273166632,-19.973078525208205
60,42.197592171794454,-19.49847639898533
61,41.24316631802227,-20.3226431023105
62,41.47550279710711,-20.122127379112868
63,42.83778268583423,-18.945694237914807
64,41.05310000747871,-20.48659379384188
65,43.33556357934326,-18.515845005386662
66,43.72673614727113,-18.17813402194095
67,43.97197249503005,-17.96642299811011
68,-114.4280852420642,15.296186269962334
69,-17.138576585980232,-5.478120561476913
70,-17.079709524546253,-5.4403658904406
71,-17.206282030525795,-5.50452711926997
